FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Scott,Malone,DEF,HUD,4300000,1,30,1.11111111111111,2.58397932816537E-07,6.97674418604651E-06,0,19500,3,21,0,0,0,0,0,7,314,-2,0,30,2,0.1,0,0.3,4,0,2,0,1,0.2,19580,0,0,0,1,926,157,0,0,174,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.6,0.6,0.7,1.3,0.6,0.6,0.9,0.6,0.6,0.6,1,33.3
Sadio,Mane,MID,LIV,9300000,3,91,3.37037037037037,3.62405416168857E-07,9.78494623655914E-06,0,1663534,2,19,0,0,0,6,0,9.8,14643,-2,0,91,2,0.4,0,4,6,0,9,0,5,8.1,902115,0,0,0,2,1410,60407,0,1,311,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,3.8,3.6,1.8,3.1,2.6,3.2,3.6,2.9,3.5,2.4,3.5,145.6
Eliaquim,Mangala,DEF,EVE,5000000,1,22,0.814814814814815,1.62962962962963E-07,4.4E-06,0,27261,0,7,0,0,0,0,0,4.4,3352,0,0,22,0,0.1,0,0.3,0,0,2,0,0,0.2,30888,0,0,0,0,617,123,0,0,118,Watford,Burnley,Brighton,Stoke,Man City,0,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.8
Javier,Manquillo,DEF,NEW,4300000,0,44,2.3,5.34883720930233E-07,1.02325581395349E-05,0,108465,2,28,0,0,0,0,0,10,2063,-2,1,44,2,0,0,0,1,0,4,0,0,0.8,82695,0,0,0,0,1685,155,-1,0,227,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,1.5,1.8,2.2,1.6,2.4,1.5,2.7,1.2,2.2,2.2,2.1,41
Solomon,March,MID,BHA,4800000,2,56,2.07407407407407,4.32098765432099E-07,1.16666666666667E-05,0,45188,3,21,0,0,0,1,0,11.4,312,-2,1,56,2,0.5,0,2.3,0,0,6,0,2,0.2,44792,0,0,0,0,1584,146,-1,0,230,Swansea,Arsenal,Everton,Leicester,Huddersfield,1.8,2,1.3,0,1.8,2.2,1,1.5,1.1,1.4,1,82.1
Adrian,Mariappa,DEF,WAT,4100000,1,31,1.8,4.39024390243902E-07,7.5609756097561E-06,0,349483,2,27,0,0,0,0,0,7.6,8068,1,0,31,-1,0.7,0,3,0,0,3,0,0,4.7,413134,0,0,0,0,1299,16876,0,0,208,Everton,West Brom,Arsenal,Liverpool,Bournemouth,1.2,1.5,1.1,1.2,1.2,1.5,1.1,2.3,1.1,1.2,1,38
Dean,Marney,MID,BUR,4400000,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,30,-1,0,0,1,0,0,0,0,0,0,0,0,0,880,0,0,0,0,0,18,0,0,0,Southampton,Everton,West Ham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Martial,MID,MUN,8000000,2,113,4.18518518518519,5.23148148148148E-07,1.4125E-05,0,470122,1,10,0,0,0,9,0,14.1,48461,0,1,113,0,0.2,0,1.7,7,0,8,0,5,3.8,562367,0,0,0,1,1271,9932,-1,0,363,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,4.5,3.1,4.1,0,5.2,2.2,5.7,3.7,5.6,3,4.7,154.4
Cuco,Martina,DEF,EVE,4400000,5,52,2.7,6.13636363636364E-07,1.18181818181818E-05,0,113274,2,27,0,0,0,0,0,11.8,5052,-1,0,52,1,0.7,0,3.3,0,0,5,0,2,2.3,208224,0,0,0,0,1650,19431,0,0,335,Watford,Burnley,Brighton,Stoke,Man City,2.5,2.2,3.4,2.2,2.4,2.9,1.8,2.6,1.8,3,2.2,68.6
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0,0,0,0,28016,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1420,0,0,0,0,0,32,0,0,0,Man City,Brighton,Watford,Stoke,Southampton,0,0,0,0,0,0,0,0,0,0,0,0
,Martinez,FWD,WHU,5000000,0,0,0,0,0,0,4773,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,5032,0,0,0,0,0,11,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Bruno,Martins Indi,DEF,STK,4900000,0,6,0.222222222222222,4.53514739229025E-08,1.22448979591837E-06,0,2615,1,18,0,0,0,0,0,1.2,59,-1,0,6,1,0,0,0,0,0,0,0,0,0,2141,0,0,0,0,578,43,0,0,90,Leicester,Southampton,Man City,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.7
Brandon,Mason,DEF,WAT,3900000,0,0,0,0,0,0,92634,0,0,0,0,0,0,0,0,1994,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,88927,0,0,0,0,0,215,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Arthur,Masuaku,DEF,WHU,4300000,0,39,1.44444444444444,3.35917312661499E-07,9.06976744186047E-06,0,151465,5,24,0,0,0,0,0,9.1,6057,-2,0,39,2,0,0,0,1,0,3,0,2,0.7,172967,0,0,0,0,1323,81,0,0,247,Liverpool,Swansea,Burnley,Southampton,Chelsea,0,0,0,0,1.1,0.7,1.3,0.7,0.8,0.7,0.9,58.3
Juan,Mata,MID,MUN,6800000,1,84,3.8,5.58823529411765E-07,1.23529411764706E-05,0,257606,1,7,0,0,0,3,0,12.4,6758,-2,0,84,2,0.3,0,2.3,6,0,13,0,4,2.2,204877,0,0,0,1,1448,2668,0,0,351,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,3.9,2.7,3.5,0,4.6,1.9,5,3.2,4.9,2.6,4,133.9
Nemanja,Matic,MID,MUN,4700000,2,67,2.5,5.31914893617021E-07,1.42553191489362E-05,0,1052337,4,17,0,0,0,0,0,14.3,10626,-3,1,67,3,0.5,0,2.3,0,0,15,0,1,8.1,571121,0,0,0,0,2379,7037,-1,0,418,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,2.1,1.3,1.8,0,2.5,1.2,2.8,1.6,2.7,1.3,2.1,87.6
Joel,Matip,DEF,LIV,5400000,5,70,3.3,6.11111111111111E-07,1.2962962962963E-05,0,217214,3,25,0,0,0,1,0,13,1587,-1,0,70,1,0.7,0,3.7,3,0,8,0,0,1.9,139449,0,0,0,1,1723,3773,0,0,412,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,4.3,3.3,2.6,4.1,4,2.2,3.2,2.7,4.1,3.1,4.3,71.7
Konstantinos,Mavropanos,DEF,ARS,4300000,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,64,-2,1,0,2,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,53,-1,0,0,Man City,Brighton,Watford,Stoke,Southampton,0,0,0,0,0,0,0,0,0,0,0,0
Alfie,Mawson,DEF,SWA,5100000,7,94,3.5,6.86274509803922E-07,1.84313725490196E-05,0,115364,1,37,0,0,0,2,0,18.4,15051,1,0,94,-1,0.9,0,4.7,7,0,8,0,1,3.8,256828,0,0,0,1,2430,44577,0,0,507,Brighton,West Ham,Huddersfield,Man Utd,West Brom,3.6,4.7,3,0,2.8,3,3.6,2.8,4,2.9,4.4,88.3
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.740740740740741,1.89933523266857E-07,5.12820512820513E-06,0,795683,0,11,0,0,0,0,0,5.1,21576,-1,0,20,1,0,0,0,3,0,1,0,0,13.5,1326879,0,0,0,1,670,32014,0,0,133,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,23.2
James,McArthur,MID,CRY,4300000,2,58,2.14814814814815,4.99569336778639E-07,1.34883720930233E-05,0,314298,3,22,0,0,0,3,0,13.5,10939,-2,0,58,2,0.5,0,2,6,0,3,0,0,3.8,296086,0,0,0,1,1476,12578,0,0,237,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,1.5,1.5,1.1,1.3,1.3,1.4,1.8,1.2,1.8,1.2,2.1,82.5
Gareth,McAuley,DEF,WBA,4500000,0,8,0.296296296296296,6.58436213991769E-08,1.77777777777778E-06,0,85195,0,15,0,0,0,0,0,1.7,368,-5,1,8,5,0.2,0,0.7,0,0,0,0,0,0.4,6732,0,0,0,0,454,222,-1,0,73,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739E-07,3.47826086956522E-06,0,243299,0,5,0,0,0,0,0,3.5,15515,1,0,16,-1,0,0,0,0,0,0,0,1,2.6,255020,0,0,0,0,267,70,0,0,45,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,17.4
Alex,McCarthy,GLK,SOU,4400000,1,15,0.555555555555556,1.26262626262626E-07,3.40909090909091E-06,0,6560,1,10,0,12,0,0,0,3.4,472,-1,0,15,1,0.3,0,1.3,1,0,1,0,0,0.2,11987,0,0,0,0,630,748,0,0,90,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.5
James,McCarthy,MID,EVE,4900000,0,6,0.222222222222222,4.53514739229025E-08,1.22448979591837E-06,0,2226,0,6,0,0,0,0,0,1.2,22,-1,0,6,1,0,0,0,0,0,0,0,0,0,667,0,0,0,0,204,8,0,0,41,Watford,Burnley,Brighton,Stoke,Man City,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,5.8
James,McClean,MID,WBA,4700000,0,31,1.14814814814815,2.44286840031521E-07,6.59574468085106E-06,0,9740,4,14,0,0,0,1,0,6.6,113,-3,0,31,3,0.1,0,0.7,1,0,3,0,0,0.1,6254,1,0,0,0,811,92,0,0,101,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.9,0.6,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,52.9
Sam,McQueen,DEF,SOU,4200000,0,12,0.444444444444444,1.05820105820106E-07,2.85714285714286E-06,0,6063,0,1,0,0,0,0,0,2.9,90,-3,0,12,3,0,0,0,2,0,1,0,0,0.1,3900,0,0,0,0,126,111,0,0,40,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.6
Scott,McTominay,MID,MUN,4200000,1,9,0.333333333333333,7.93650793650794E-08,2.14285714285714E-06,0,42484,0,0,0,0,0,0,0,2.1,3180,-3,0,9,3,0.3,0,1.3,0,0,2,0,0,0.7,71154,0,0,0,0,204,10466,0,0,35,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.9
Ben,Mee,DEF,BUR,4900000,2,78,3.1,6.3265306122449E-07,1.59183673469388E-05,0,854070,5,24,0,0,0,0,0,15.9,26391,4,0,78,-4,0.3,0,1.7,6,0,8,0,0,14.7,1154863,0,0,0,1,2250,34622,0,0,415,Southampton,Everton,West Ham,West Brom,Watford,3.4,2.9,3.1,0,2.5,3.3,3.1,3,4,2.7,2.9,101.1
Max,Melbourne,DEF,WBA,4000000,0,0,0,0,0,0,1679,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,2682,0,0,0,0,0,10,0,0,0,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.62962962962963,9.99412110523222E-08,2.6984126984127E-06,0,111292,2,1,0,0,0,0,0,2.7,142,-2,0,17,2,0,0,0,1,0,2,0,1,0.3,87860,0,0,0,0,298,30,0,0,84,Arsenal,Chelsea,Stoke,Everton,Man Utd,0,0,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0,0,0,0,3895,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,0,0,0,0,0,4,0,0,0,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Mikel,Merino,MID,NEW,5000000,0,44,1.62962962962963,3.25925925925926E-07,8.8E-06,0,15150,4,16,0,0,0,1,0,8.8,160,0,0,44,0,0.2,0,1,4,0,3,0,1,0.1,15014,0,0,0,0,1245,26,0,0,249,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.9,0.8,1,0.8,1.4,0.8,1.3,1,1.3,0.8,0.9,69
Per,Mertesacker,DEF,ARS,4700000,0,15,0.555555555555556,1.18203309692671E-07,3.19148936170213E-06,0,44590,0,7,0,0,0,1,0,3.2,504,-3,0,15,3,0,0,0,2,0,0,0,0,0.5,30235,0,0,0,1,351,241,0,0,77,Man City,Brighton,Watford,Stoke,Southampton,0.3,0.3,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381E-07,4.28571428571429E-06,0,64978,3,16,0,0,0,0,0,4.3,1733,-3,0,18,3,0,0,0,0,0,2,0,0,0.5,59383,0,0,0,0,753,131,0,0,125,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,20.9
Simon,Mignolet,GLK,LIV,4800000,0,67,3.5,7.29166666666667E-07,1.39583333333333E-05,0,104029,3,24,0,36,0,0,0,14,2754,-2,0,67,2,0,0,0,0,0,7,0,0,1.2,64082,0,0,1,0,1710,624,0,0,329,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,4.7,3.6,2.8,4.4,4.3,2.5,3.5,3,4.4,3.4,4.7,28
Luka,Milivojevic,MID,CRY,4900000,8,90,3.6,7.3469387755102E-07,1.83673469387755E-05,0,167364,6,39,0,0,0,7,0,18.8,15187,-1,-1,90,1,1.3,1,6.3,12,0,4,0,0,6.8,486555,0,0,0,0,2089,96111,1,0,390,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,3.4,3.4,2.6,3,3.1,3.2,3.9,2.9,4,2.8,4.5,117.8
James,Milner,DEF,LIV,6000000,1,50,1.85185185185185,3.08641975308642E-07,8.33333333333333E-06,0,277347,3,18,0,0,0,0,0,8.3,1858,-5,0,50,5,0.7,0,4,3,0,4,0,2,2.1,45169,0,0,0,1,1132,1642,0,0,280,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,1.9,1.3,1,1.7,2,0.9,1.3,1.1,1.8,1.2,1.9,84.4
Tyrone,Mings,DEF,BOU,4300000,0,0,0,0,0,0,17439,1,4,0,0,0,0,0,0,106,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,2512,0,0,0,0,135,31,0,0,17,Newcastle,Leicester,Tottenham,West Brom,Watford,0,0,0,0,0,0,0,0,0,0,0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1,1.66666666666667E-07,8.33333333333333E-07,0,117044,1,8,0,0,0,0,0,0.8,459,-5,0,5,5,0,0,0,0,0,0,0,0,0.8,8921,0,0,0,0,135,1,0,0,19,Watford,Burnley,Brighton,Stoke,Man City,0,0,0,0,0,0,0,0,0,0,0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.61702127659574E-07,2.12765957446809E-06,0,154017,0,0,0,0,0,1,0,2.1,805,-3,0,10,3,0,0,0,0,0,0,0,0,0.6,48869,0,0,0,0,89,31,0,0,37,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,16.6
Henrikh,Mkhitaryan,MID,ARS,7800000,2,73,2.7037037037037,3.46628679962013E-07,9.35897435897436E-06,0,1923302,2,8,0,0,0,1,0,9.4,74619,-2,0,73,2,0.7,0,5.3,6,0,9,0,8,12.2,2062803,0,0,0,2,1104,35479,0,0,288,Man City,Brighton,Watford,Stoke,Southampton,1.8,1.4,2.5,0,2.8,2.6,1.7,3.1,1.4,2.7,1.5,102.4
Jayson,Molumby,MID,BHA,4500000,0,0,0,0,0,0,634,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0,0,0,18,0,0,0,Swansea,Arsenal,Everton,Leicester,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Nacho,Monreal,DEF,ARS,5700000,2,112,4.9,8.59649122807018E-07,1.96491228070175E-05,0,1161166,3,25,0,0,0,4,0,19.6,25147,2,0,112,-2,0.6,0,3.7,14,0,9,0,2,8.6,1305982,0,0,0,2,1923,54931,0,0,543,Man City,Brighton,Watford,Stoke,Southampton,6.1,4.9,7.3,0,7.4,7,4.1,7.4,3.8,7.1,4.1,106.9
Jefferson,Montero,MID,SWA,4900000,0,0,0,0,0,0,3028,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,2,0,0,0,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Mooy,MID,HUD,5300000,7,94,3.5,6.60377358490566E-07,1.77358490566038E-05,0,862431,2,44,0,0,0,4,0,17.7,40764,-2,0,94,2,0.6,0,3.3,8,0,7,0,3,5,959874,0,0,0,2,2278,3762,0,0,462,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0,1.9,4.1,3.9,2.8,2.2,3.6,2.2,4.7,1.8,4.4,158.8
Alvaro,Morata,FWD,CHE,10400000,4,101,4.8,4.61538461538462E-07,9.71153846153846E-06,0,3929911,5,8,0,0,0,10,0,9.7,17297,4,0,101,-4,0.1,0,1.3,13,0,11,0,5,7.7,3779933,0,0,0,2,1543,3402,0,0,313,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,4.3,5.1,6.5,0,5.7,6.3,6,6.9,5,5.4,5.5,180.5
Alberto,Moreno,DEF,LIV,4400000,0,44,1.62962962962963,3.7037037037037E-07,1E-05,0,392222,0,17,0,0,0,0,0,10,2378,-1,0,44,1,0,0,0,3,0,5,0,1,1.3,340698,0,0,0,0,1080,670,0,0,287,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,1.6,1.1,0.8,1.4,1.6,0.8,1,0.8,1.4,1,1.6,53.7
Wes,Morgan,DEF,LEI,4400000,0,45,2,4.54545454545455E-07,1.02272727272727E-05,0,240116,3,32,0,0,0,0,0,10.2,2394,-1,0,45,1,0,0,0,1,0,4,0,0,1.7,143687,0,0,0,0,1917,2032,0,0,271,Stoke,Bournemouth,West Brom,Brighton,Newcastle,2,1.5,1.1,0,1.5,1.6,1.4,1.8,2.1,2.2,1.2,53.7
James,Morrison,MID,WBA,5400000,0,13,0.481481481481481,8.91632373113855E-08,2.40740740740741E-06,0,3176,0,1,0,0,0,1,0,2.4,23,-1,0,13,1,0,0,0,0,0,2,0,0,0,2668,0,0,0,0,205,18,0,0,35,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6400000,12,91,3.37037037037037,5.2662037037037E-07,1.421875E-05,0,123822,1,9,0,0,0,2,0,14.2,10705,-1,0,91,1,0.6,0,4,4,0,9,0,3,2,165691,0,0,0,3,1422,14533,0,0,327,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,2.7,2.7,4.8,0,3.8,4.4,3.7,4.2,2.9,3.8,2.9,77.8
Steve,Mounie,FWD,HUD,5700000,15,63,3.5,6.14035087719298E-07,1.10526315789474E-05,0,349791,2,23,0,0,0,5,0,11.1,2172,-3,0,63,3,1,0,5.7,9,0,4,0,2,1,326673,0,0,0,2,1095,16641,0,0,196,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,2.8,2.3,4.1,4.6,3,2.8,4.3,2,4.6,2.7,4.4,72.4
Lys,Mousset,FWD,BOU,4900000,0,20,0.740740740740741,1.51171579743008E-07,4.08163265306122E-06,0,13132,1,6,0,0,0,1,0,4.1,1931,-1,0,20,1,0.6,0,3,3,0,1,0,0,0.2,15485,0,0,0,1,238,1059,0,0,56,Newcastle,Leicester,Tottenham,West Brom,Watford,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.7
Joy,Mukena,DEF,WAT,4000000,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,0,0,0,0,0,707,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Erwin,Mulder,GLK,SWA,4000000,0,0,0,0,0,0,2594,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5808,0,0,0,0,0,243,0,0,0,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0
Marc,Muniesa,DEF,STK,4500000,0,0,0,0,0,0,4588,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,0,0,0,Leicester,Southampton,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Daryl,Murphy,FWD,NEW,4500000,0,0,0,0,0,0,23009,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0.6,7440,0,0,0,0,0,184,0,0,0,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0
Jacob,Murphy,MID,NEW,5000000,0,38,1.40740740740741,2.81481481481482E-07,7.6E-06,0,12773,0,21,0,0,0,1,0,7.6,344,-5,0,38,5,0.1,0,0.3,2,0,1,0,1,0.1,5155,0,0,0,0,846,62,0,0,133,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.7,0.7,0.7,0.7,1.1,0.7,1,0.8,1,0.7,0.7,42.9
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.19148936170213E-07,1.27659574468085E-06,0,4682,0,4,0,0,0,0,0,1.3,71,-3,0,6,3,0,0,0,0,0,0,0,0,0,1914,0,0,0,0,166,0,0,0,25,Swansea,Arsenal,Everton,Leicester,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,5.1
Glenn,Murray,FWD,BHA,5700000,2,78,3.1,5.43859649122807E-07,1.36842105263158E-05,0,374737,5,25,0,0,0,8,0,13.7,15655,-3,0,78,3,0.9,1,5.3,11,0,6,0,0,2.8,481441,0,0,0,1,1472,17773,0,0,223,Swansea,Arsenal,Everton,Leicester,Huddersfield,3.3,3.6,2.4,0,3.8,4,2.6,3.2,2.4,3.4,2.1,101.3
Ahmed,Musa,MID,LEI,6100000,0,0,0,0,0,0,28394,0,0,0,0,0,0,0,0,260,-4,0,0,4,0,0,0,0,0,0,0,0,0.4,4263,0,0,0,0,0,2,0,0,0,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0
Charly,Musonda,MID,CHE,4800000,0,6,2,4.16666666666667E-07,1.25E-06,0,4482,0,0,0,0,0,0,0,1.3,35,-2,0,6,2,0,0,0,0,0,0,0,1,0,1711,0,0,0,0,35,3,0,0,15,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0,0,0,0,0,0,0,0,0,0,0,5
Shkodran,Mustafi,DEF,ARS,5400000,1,74,4.1,7.59259259259259E-07,1.37037037037037E-05,0,369842,4,18,0,0,0,2,0,13.7,13306,-1,1,74,1,0.4,0,2.3,7,0,7,0,1,2.9,397903,0,0,0,1,1499,3861,-1,0,420,Man City,Brighton,Watford,Stoke,Southampton,4.7,3.8,5.9,0,5.9,5.5,3.1,6.1,2.8,5.7,3.1,81.8
Jordon,Mutch,MID,CRY,4500000,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,21,0,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.037037037037037,9.25925925925926E-09,2.5E-07,0,114000,1,1,0,2,0,0,0,0.3,3107,0,0,1,0,0,0,0,0,0,0,0,0,3.6,107344,0,0,0,0,90,2399,0,0,7,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0,0,0,0,0,0,0,0,0,0,0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,26,0.962962962962963,2.0488573680063E-07,5.53191489361702E-06,0,4483,0,11,0,0,0,1,0,5.5,139,-3,0,26,3,0,0,0,3,0,1,0,0,0,2815,0,0,0,1,497,74,0,0,75,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.5,0.5,0.5,0,0.5,0.5,0.6,0.5,0.5,0.5,0.5,33.4
Kyle,Naughton,DEF,SWA,4600000,11,85,3.4,7.39130434782609E-07,1.84782608695652E-05,0,506378,1,34,0,0,0,0,0,18.5,7972,1,-1,85,-1,1.1,0,5,10,0,8,0,2,5.1,659673,0,0,0,3,2236,83159,1,0,457,Brighton,West Ham,Huddersfield,Man Utd,West Brom,3.5,4.5,2.9,0,2.7,2.9,3.4,2.7,3.8,2.8,4.2,86.9
Wilfred,Ndidi,MID,LEI,4900000,1,67,2.5,5.10204081632653E-07,1.36734693877551E-05,0,51127,5,40,0,0,0,0,0,13.7,1508,-1,0,67,1,0.5,0,2.3,2,0,7,0,4,0.5,46434,0,0,0,0,2400,2187,0,1,368,Stoke,Bournemouth,West Brom,Brighton,Newcastle,2.3,2.4,1.7,0,1.4,2.3,1.6,2.1,1.5,2.5,1.2,95.5
Didier,Ndong,MID,WAT,4500000,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,132,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Reiss,Nelson,MID,ARS,4700000,0,1,0.037037037037037,7.88022064617809E-09,2.12765957446809E-07,0,3158,0,1,0,0,0,0,0,0.2,26,-3,0,1,3,0,0,0,0,0,0,0,0,0,1484,0,0,0,0,18,31,0,0,1,Man City,Brighton,Watford,Stoke,Southampton,0,0,0,0,0,0,0,0,0,0,0,1.3
Julien,Ngoy,FWD,STK,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,51170,0,2,0,0,0,0,0,0.2,2949,0,0,1,0,0,0,0,0,0,0,0,0,0.6,75656,0,0,0,0,19,160,0,0,4,Leicester,Southampton,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0.3
